,tol_inf,tol_sup,embedding_d,train_split,dropout,regular_precision,regular_recall,regular_f1-score,regular_support,critical_precision,critical_recall,critical_f1-score,critical_support,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support,accuracy
18,0.1,0.5,16,0.2,0.3,0.7941176470588235,0.5510204081632653,0.6506024096385542,49,0.35294117647058826,0.631578947368421,0.45283018867924524,19,0.5735294117647058,0.5912996777658431,0.5517162991588997,68,0.6708477508650518,0.5735294117647058,0.5953425243705119,68,0.5735294117647058
19,0.1,0.5,16,0.2,0.3,0.8035714285714286,0.9183673469387755,0.8571428571428571,49,0.6666666666666666,0.42105263157894735,0.5161290322580646,19,0.7351190476190477,0.6697099892588614,0.6866359447004609,68,0.7653186274509803,0.7794117647058824,0.7618595825426946,68,0.7794117647058824
20,0.1,0.5,16,0.2,0.3,0.88,0.8979591836734694,0.888888888888889,49,0.7222222222222222,0.6842105263157895,0.7027027027027027,19,0.8011111111111111,0.7910848549946294,0.7957957957957958,68,0.8359150326797385,0.8382352941176471,0.8368662780427487,68,0.8382352941176471
21,0.1,0.5,16,0.2,0.3,0.86,0.8775510204081632,0.8686868686868686,49,0.6666666666666666,0.631578947368421,0.6486486486486486,19,0.7633333333333333,0.7545649838882922,0.7586677586677586,68,0.8059803921568627,0.8088235294117647,0.8072056013232483,68,0.8088235294117647
22,0.1,0.5,16,0.2,0.3,0.7777777777777778,0.8571428571428571,0.8155339805825242,49,0.5,0.3684210526315789,0.4242424242424242,19,0.6388888888888888,0.612781954887218,0.6198882024124742,68,0.7001633986928105,0.7205882352941176,0.7062025163110258,68,0.7205882352941176
23,0.1,0.5,16,0.2,0.3,0.8333333333333334,0.6122448979591837,0.7058823529411765,49,0.40625,0.6842105263157895,0.5098039215686275,19,0.6197916666666667,0.6482277121374866,0.607843137254902,68,0.7140012254901961,0.6323529411764706,0.6510957324106114,68,0.6323529411764706
24,0.1,0.5,16,0.2,0.3,0.8260869565217391,0.7755102040816326,0.8,49,0.5,0.5789473684210527,0.5365853658536586,19,0.6630434782608696,0.6772287862513426,0.6682926829268293,68,0.7349744245524297,0.7205882352941176,0.7263988522238164,68,0.7205882352941176
25,0.1,0.5,16,0.2,0.3,0.8947368421052632,0.3469387755102041,0.5,49,0.3469387755102041,0.8947368421052632,0.5,19,0.6208378088077336,0.6208378088077336,0.5,68,0.7416756176154673,0.5,0.5,68,0.5
26,0.1,0.5,16,0.2,0.3,0.6938775510204082,0.6938775510204082,0.6938775510204082,49,0.21052631578947367,0.21052631578947367,0.21052631578947367,19,0.4522019334049409,0.4522019334049409,0.4522019334049409,68,0.5588235294117647,0.5588235294117647,0.5588235294117647,68,0.5588235294117647
27,0.1,0.5,16,0.2,0.3,0.84375,0.5510204081632653,0.6666666666666666,49,0.3888888888888889,0.7368421052631579,0.509090909090909,19,0.6163194444444444,0.6439312567132116,0.5878787878787879,68,0.716656454248366,0.6029411764705882,0.6226381461675579,68,0.6029411764705882
28,0.1,0.5,16,0.2,0.3,0.8269230769230769,0.8775510204081632,0.8514851485148514,49,0.625,0.5263157894736842,0.5714285714285714,19,0.7259615384615384,0.7019334049409237,0.7114568599717114,68,0.7705033936651583,0.7794117647058824,0.7732340460936848,68,0.7794117647058824
29,0.1,0.5,16,0.2,0.3,0.9047619047619048,0.7755102040816326,0.8351648351648353,49,0.5769230769230769,0.7894736842105263,0.6666666666666666,19,0.7408424908424909,0.7824919441460795,0.7509157509157509,68,0.8131598793363499,0.7794117647058824,0.7880844645550528,68,0.7794117647058824
30,0.1,0.5,16,0.2,0.3,0.6071428571428571,0.3469387755102041,0.4415584415584415,49,0.2,0.42105263157894735,0.2711864406779661,19,0.4035714285714286,0.3839957035445757,0.35637244111820376,68,0.49338235294117644,0.36764705882352944,0.39395450013595573,68,0.36764705882352944
31,0.1,0.5,16,0.2,0.3,0.8108108108108109,0.6122448979591837,0.6976744186046512,49,0.3870967741935484,0.631578947368421,0.48000000000000004,19,0.5989537925021796,0.6219119226638024,0.5888372093023256,68,0.6924201241089287,0.6176470588235294,0.6368536251709987,68,0.6176470588235294
