,embedding_d,channels,train_split,mse,mae,r2
364,32,32,0.3,0.5718132,0.62595254,-0.3331480036501504
365,32,32,0.3,0.37270692,0.4855595,0.046141732949145364
366,32,32,0.3,0.4638571,0.54735965,-0.19541978256467285
367,32,32,0.3,0.3825457,0.4360127,-0.012392757125377019
368,32,32,0.3,0.5170587,0.617629,-0.26247632035399304
369,32,32,0.3,0.38811606,0.4790828,0.07416311603064585
370,32,32,0.3,0.43421865,0.51523095,-0.008777879810339506
371,32,32,0.3,0.63489157,0.6523571,-0.7746655037454644
372,32,32,0.3,0.41307727,0.5621498,-0.25233787125485074
373,32,32,0.3,0.40855336,0.5385638,-0.004042049829633632
374,32,32,0.3,0.51041067,0.56369215,-0.6134378422982474
375,32,32,0.3,0.49734765,0.5609231,-0.24426756818019046
376,32,32,0.3,1.1581534,0.8686995,-2.127498864875986
377,32,32,0.3,0.5147148,0.50502646,-0.4790112994454596
378,32,32,0.3,0.45551473,0.481752,-0.05927717772864427
379,32,32,0.3,0.48307064,0.5678027,-0.3255401487307852
380,32,32,0.3,0.5400911,0.681229,-0.5965389095657796
381,32,32,0.3,0.61014795,0.5900813,-0.6123591767538592
382,32,32,0.3,0.7590899,0.69171304,-0.9549650568391441
383,32,32,0.3,0.5422773,0.5960005,-0.14827306855065014
384,32,32,0.3,0.54963815,0.65428656,-0.38741704938719135
385,32,32,0.3,0.6481328,0.6981713,-0.8199040133889766
386,32,32,0.3,0.32955712,0.48525107,0.08519962001022896
387,32,32,0.3,0.31528768,0.45628154,0.10161617841867843
388,32,32,0.3,0.68600875,0.7425864,-0.9387197753654106
389,32,32,0.3,0.826597,0.71930635,-1.3984119759276323
390,32,32,0.3,0.5622447,0.6255225,-0.2651115752628779
391,32,32,0.3,0.46823284,0.54279876,-0.14838949668006074
392,32,32,0.3,1.0375458,0.8194342,-1.797611192635511
393,32,32,0.3,0.4035843,0.514873,-0.006696355967397816
394,32,32,0.3,0.52569306,0.6233314,-0.699420667347082
395,32,32,0.3,0.49995324,0.5487229,-0.3178686280227139
396,32,32,0.3,0.41236,0.47673562,0.044824187684397
397,32,32,0.3,0.5912783,0.5893623,-0.3742261729735328
398,32,32,0.3,0.5163709,0.66589,-0.2977588813572327
399,32,32,0.3,0.3895229,0.4706088,-0.06660311874332603
400,32,32,0.4,0.78550255,0.71891963,-1.06163636940295
401,32,32,0.4,0.69564754,0.7151717,-1.2411235148147925
402,32,32,0.4,0.44128573,0.5159482,-0.39396875495286254
403,32,32,0.4,0.29968268,0.4462441,-0.5348069185366393
404,32,32,0.4,0.42689574,0.4999927,-0.0006054072278030009
405,32,32,0.4,0.50138503,0.50947833,-0.43465286438617134
406,32,32,0.4,0.3411275,0.45767185,-0.06264710628067394
407,32,32,0.4,0.29672197,0.4625345,0.16089922328668504
408,32,32,0.4,0.5434381,0.5655206,-0.20026571304663388
409,32,32,0.4,0.39997143,0.5100564,0.023766068561130504
410,32,32,0.4,0.50407445,0.5120878,-0.24227955679455215
411,32,32,0.4,0.43818372,0.521192,0.03288996669413169
412,32,32,0.4,0.44651917,0.47565815,-0.17756084973968278
413,32,32,0.4,0.45965037,0.53856117,-0.1641496864674692
414,32,32,0.4,0.4606716,0.59897184,-0.4850683716786208
415,32,32,0.4,0.5828343,0.59886706,-0.2980734212078602
416,32,32,0.4,0.4666239,0.50653553,-0.17751950146271867
417,32,32,0.4,0.52604306,0.64271283,-0.3854276866490052
418,32,32,0.4,0.36200354,0.5119083,-0.5085217587281268
419,32,32,0.4,0.59945995,0.5855261,-0.32813828530455513
420,32,32,0.4,0.58734655,0.5551053,-0.5757215453172231
421,32,32,0.4,0.5303407,0.62304324,-0.440537481287669
422,32,32,0.4,0.60407513,0.5906721,-0.20157803280483866
423,32,32,0.4,0.44938442,0.5408603,-0.16042585468813253
424,32,32,0.4,0.58680564,0.6309879,-0.10929161769412321
425,32,32,0.4,0.37331474,0.46452886,0.08882821895678772
426,32,32,0.4,0.4574678,0.49362788,-0.08844395870946165
427,32,32,0.4,0.5553079,0.6079692,-0.26803773192124103
428,32,32,0.4,0.5076101,0.5263911,-0.30001861396300633
429,32,32,0.4,0.5314364,0.66332245,-1.035621854403857
430,32,32,0.4,0.39104235,0.5349864,-0.10645873578610399
